Date,CO_GT_,NOx_GT_,NO2_GT_,T,AH
4/1/2004,2.135,141.8,98.95,15.365,0.855652896
4/2/2004,2.65,146.6818182,121.1818182,18.43863631,0.937614425
4/3/2004,1.725,116.125,88.5,15.23750007,0.968713801
4/4/2004,1.725,116.125,88.5,15.23750007,0.968713801
4/5/2004,2.815384615,161.3846154,108.5384615,18.58846158,1.031005813
4/6/2004,2.157142857,145.3809524,99.80952381,17.18809529,0.903564137
4/7/2004,1.752380952,103.047619,86.57142857,14.06309526,0.877101895
4/8/2004,2.331818182,155.5909091,105.9090909,14.81098489,0.731365961
4/9/2004,2.3,157,95,12.04999995,0.952280768
4/10/2004,1.8,118.4545455,90.77272727,15.04886365,0.783164564
4/11/2004,1.223809524,65.33333333,68.61904762,15.0111111,0.663921582
4/12/2004,0.881818182,65,66.5,12.02954545,0.755651653
4/13/2004,2.209090909,126.4090909,96.95454545,13.26363633,0.7806037
4/14/2004,2.263636364,147.2727273,84.36363636,13.8272727,0.80709881
4/15/2004,2.9,231.0666667,130.5333333,17.36500004,0.862600805
4/16/2004,2.617391304,193.3913043,113.6956522,14.15036228,1.102793993
4/17/2004,2.233333333,130.6666667,90.33333333,12.63333344,1.183519196
4/18/2004,2.425362319,114.3131313,106.2239131,13.39184786,1.143156595
4/19/2004,2.232945974,93.13554021,122.1144928,15.42391667,0.862600805
4/20/2004,1.888744589,118.4015152,70.45652174,14.02862506,1.183519196
4/21/2004,1.836409122,105.7685277,113.3695652,17.83524269,1.123305698
4/22/2004,2.157053454,122.489899,102.0144928,13.01259065,1.063092199
4/23/2004,2.973684211,184.8421053,135,22.65789472,0.915770806
4/24/2004,2.12173913,115.6521739,91.73913043,20.27318848,1.08512978
4/25/2004,1.230434783,67.86956522,63.60869565,15.74891306,0.693895103
4/26/2004,1.5,87,77.30434783,16.92500001,0.725633676
4/27/2004,2.226086957,116.9565217,94.60869565,20.84637684,0.815420596
4/28/2004,2.582608696,135.2173913,111.8695652,21.39130435,1.014653778
4/29/2004,2.65,167.4545455,107.4545455,19.19924246,1.067551086
4/30/2004,2.730434783,164.173913,103.6086957,18.09021739,1.344229574
5/1/2004,2.072727273,104.5454545,84.27272727,20.44659095,1.163996641
5/2/2004,1.671428571,100.952381,81.19047619,19.72936517,1.072709977
5/3/2004,2.227272727,139.3181818,90.54545455,21.57272724,1.120705265
5/4/2004,2.313043478,132.0434783,84.47826087,18.12173907,1.332744292
5/5/2004,2.185714286,106,87.28571429,16.29047612,1.21905591
5/6/2004,2.166666667,118.6666667,93.95238095,14.58333333,0.998195138
5/7/2004,2.204347826,129.173913,96.7826087,15.52173922,0.932832778
5/8/2004,1.4,76,66,13.85833335,0.917019246
5/9/2004,2.1876,104.5567,89.56,14.43322,1.2333
5/10/2004,2.578571429,153.3571429,107.2857143,19.72500006,0.998453232
5/11/2004,2.368181818,169.6818182,105.6363636,19.43295448,0.978992186
5/12/2004,2.382608696,171.6521739,100.2173913,17.31485503,1.091432941
5/13/2004,2.413043478,153.6521739,104.5217391,17.74130427,1.028205987
5/14/2004,2.440909091,140.9090909,115.8181818,22.16249998,0.885021295
5/15/2004,1.8,118,94.68181818,21.09053022,0.809840264
5/16/2004,1.442105263,81.26315789,82.31578947,22.59078943,0.905978895
5/17/2004,1.686956522,116.2608696,91.69565217,21.51847835,0.63711653
5/18/2004,2.008695652,135,101.0869565,23.85144933,0.859228376
5/19/2004,2.104347826,135.6956522,113.2173913,23.17608695,0.99341354
5/20/2004,2.434782609,130.6956522,113.4782609,23.8094203,1.000738699
5/21/2004,2.265217391,144.5652174,108.3043478,23.78586964,0.928468555
5/22/2004,2.15,115.8181818,91.77272727,22.43636368,1.095861558
5/23/2004,1.3,74.69565217,68.47826087,22.54166672,1.059923389
5/24/2004,1.091304348,91.60869565,76.43478261,20.13369563,0.550439288
5/25/2004,1.435714286,117.8571429,88.14285714,20.42499999,0.485711317
5/26/2004,1.7,140.4285714,118.7142857,30.27142872,0.720903144
5/27/2004,1.7,140.4285714,118.7142857,30.27142872,0.720903144
5/28/2004,1.688888889,125.1111111,108.8888889,22.70277781,1.057641183
5/29/2004,0.847826087,80.86956522,78.73913043,20.36956531,0.898723675
5/30/2004,0.669565217,67.95652174,74.7826087,23.97282602,0.84157178
5/31/2004,1.360869565,115.6956522,92.73913043,22.9684782,1.117426169
6/1/2004,1.865217391,152.0434783,75.86956522,20.46413038,1.534347773
6/2/2004,0.8,70.30434783,49.13043478,24.12391308,1.477195396
6/3/2004,0.8,105.7,66.3,20.26499996,1.413753614
6/4/2004,1.0925,99.725,71.6,22.42562496,1.351234214
6/5/2004,1.385,93.75,76.9,24.58624995,1.288714814
6/6/2004,1.009090909,67.09090909,63.68181818,22.32007588,1.169883385
6/7/2004,2.230434783,138.2173913,101.9565217,25.85434773,1.123740451
6/8/2004,2.445,171.85,119.6,27.6224999,1.258457506
6/9/2004,2.273913043,141.826087,127.1304348,29.75978275,1.313609127
6/10/2004,2.67826087,175.3478261,125.2608696,29.38586959,1.327752515
6/11/2004,2.42,158.05,120.6,29.37541663,1.007249459
6/12/2004,1.352173913,87.08695652,79.30434783,27.52934777,1.17107745
6/13/2004,0.745,52.25,57,21.87500002,1.10437678
6/14/2004,1.3,87.35,70.9,22.61708331,1.164656773
6/15/2004,2.286363636,140.6363636,105.6363636,27.14545441,1.168263535
6/16/2004,2.240909091,127.1818182,97.81818182,26.3469696,1.303439164
6/17/2004,2.252173913,129.9565217,104.0434783,25.54891304,1.314111446
6/18/2004,2.122727273,132.6818182,113.5454545,28.07840904,1.352829188
6/19/2004,1.169230769,72.69230769,78.84615385,26.41923077,1.386808155
6/20/2004,1.517115385,99.1722408,88.12307693,25.9202404,1.189013113
6/21/2004,1.865,118.3,97.4,25.42125003,0.991218071
6/22/2004,2.286956522,125.6521739,105.3043478,25.70434773,1.162177776
6/23/2004,2.559090909,173.0454545,114.0909091,27.71931826,1.22962225
6/24/2004,1.831818182,94.13636364,82.68181818,28.32575761,1.424333817
6/25/2004,2.168181818,133.4090909,106.3181818,27.73295459,1.155844596
6/26/2004,1.480952381,94.47619048,87,27.76309527,1.160457435
6/27/2004,1.375,78.35,86.3,31.8708332,1.344163961
6/28/2004,1.926086957,135.9130435,111.6086957,31.4565218,1.387531718
6/29/2004,2.169565217,146.2173913,118.6956522,31.35217383,1.60582228
6/30/2004,2.447826087,138.6956522,130.5217391,31.81376787,1.674123826
7/1/2004,2.230434783,129.3043478,113.4347826,30.62499998,1.620561624
7/2/2004,2.104347826,134.7391304,119.9130435,30.34963765,1.359434183
7/3/2004,1.343478261,97.47826087,90.08695652,29.01521745,1.126344596
7/4/2004,1.022727273,62.54545455,67.5,29.58863629,1.24180652
7/5/2004,2.081818182,146,117.9545455,30.07424232,1.151953249
7/6/2004,2.582608696,158.4347826,129.8695652,30.83695669,1.195621022
7/7/2004,2.631818182,197.8181818,139.8181818,33.10984851,1.108981928
7/8/2004,2.252173913,168.173913,129.0869565,32.72173904,1.288181419
7/9/2004,1.9,141.1363636,123.8181818,29.16136358,1.150201235
7/10/2004,0.986363636,71.04545455,76.18181818,26.83901512,1.136489545
7/11/2004,0.863636364,65.27272727,68.04545455,26.24545444,1.105044118
7/12/2004,1.809090909,147.8181818,90.09090909,22.84204542,1.099093509
7/13/2004,2.447826087,168.5652174,109.4347826,25.15398542,0.956528897
7/14/2004,2.37826087,179.5217391,122.0869565,27.91304352,0.932811783
7/15/2004,2.113636364,135.8181818,121.9545455,28.34810605,1.124928195
7/16/2004,2.282608696,152.0434783,126.5652174,28.90652182,1.104482934
7/17/2004,1.636363636,94.63636364,97.36363636,30.58749999,1.074585987
7/18/2004,0.795652174,63.30434783,72.69565217,30.80181148,1.039691886
7/19/2004,1.739130435,132.4347826,122.0434783,31.45978256,1.188541579
7/20/2004,2.1,151.826087,122.2173913,32.52608706,1.260816268
7/21/2004,2.456521739,127.8695652,113.1304348,32.57862318,1.335988544
7/22/2004,2.554545455,152,123.5909091,26.92840897,1.455585609
7/23/2004,1.991304348,132.1304348,106.5217391,32.89528988,1.393713505
7/24/2004,1.32173913,73.26086957,70.13043478,30.30000013,1.634223383
7/25/2004,0.931818182,48.68181818,56.90909091,26.83068174,1.692588461
7/26/2004,0.85,94.04545455,94.36363636,30.05340909,1.439630592
7/27/2004,0.8,95.27272727,90.04545455,28.23636352,1.185946915
7/28/2004,0.8,104.7619048,105.952381,28.01190469,0.938226099
7/29/2004,0.8,119.7826087,109.2173913,29.64818832,1.085668289
7/30/2004,0.8,106.3913043,110.6956522,30.32282607,1.448088292
7/31/2004,1.686363636,90.59090909,95.22727273,31.42462136,1.566262676
8/1/2004,1.027272727,53,59.68181818,30.52954539,1.679330679
8/2/2004,1.352380952,85.95238095,100.6666667,31.2226191,1.737555566
8/3/2004,0.1,120.1363636,112.8181818,30.50075748,1.753601277
8/4/2004,0.1,91.33333333,81.66666667,27.17499971,1.848988085
8/5/2004,0.1,91.61538462,94.23076923,26.88461545,1.870007151
8/6/2004,1.734782609,95.17391304,89.17391304,26.69130433,1.890571511
8/7/2004,1.269565217,63.04347826,68.26086957,29.35326081,1.712312538
8/8/2004,1.082608696,48.43478261,55.95652174,28.21666681,1.72860851
8/9/2004,1.457894737,60.21052632,55.57894737,28.38245614,1.838915969
8/10/2004,1.517391304,80.86956522,65.08695652,31.85760865,1.850071798
8/11/2004,1.334782609,67,53.08695652,31.69855076,1.993053202
8/12/2004,1.323809524,66.0952381,60.52380952,30.74285716,1.681326681
8/13/2004,1.031818182,55.5,67.09090909,29.81590907,1.625974234
8/14/2004,0.915,48.25,56.4,30.00625,1.633156276
8/15/2004,0.79,34.25,47.4,30.80749998,1.380436236
8/16/2004,1.114285714,71.04761905,65.80952381,30.3464285,1.15530101
8/17/2004,1.28,82.7,62.8,25.79499998,1.41945555
8/18/2004,1.528571429,82.28571429,65.14285714,32.11071416,1.766932703
8/19/2004,1.135,40.8,43.6,32.78249993,1.857728596
8/20/2004,1.232884616,47.74615385,54.06923077,32.22586538,1.488381143
8/21/2004,1.281826924,66.75247253,59.30384616,30.21634174,1.303707416
8/22/2004,1.306298078,51.21923077,61.92115385,30.51293265,1.44883555
8/23/2004,1.330769231,54.69230769,64.53846154,31.66923083,1.119033689
8/24/2004,1.418181818,92.63636364,84.54545455,28.2068181,1.25890553
8/25/2004,1.560869565,89.26086957,75.2173913,28.79999992,1.593963683
8/26/2004,0.8,39.5,48.75,23.77499986,1.318509962
8/27/2004,0.935,50.65,54.525,24.72500005,1.298383242
8/28/2004,1.07,61.8,60.3,25.67500024,1.278256521
8/29/2004,1.506388889,95.6027778,74.87361111,26.88194452,1.428335692
8/30/2004,2.835,233.9,78.15,24.95069447,1.493311917
8/31/2004,2.077777778,140.5555556,95.22222222,29.03888898,1.558288142
9/1/2004,2.313043478,212.1304348,109.3478261,27.26413037,1.374548719
9/2/2004,1.977777778,168.8888889,77.55555556,23.01944441,1.422437202
9/3/2004,4.6,406,96,35.13749933,1.486683315
9/4/2004,3.633333334,303.5,86.41666667,31.59166626,1.369921849
9/5/2004,3.475000001,322.5833334,123.125,29.81874973,1.311541116
9/6/2004,2.045410628,215.7342996,109.6545894,28.55857497,1.316219608
9/7/2004,2.666666667,201,76.83333333,28.04583319,1.253160383
9/8/2004,3.316666667,341.6666667,159.8333333,27.95416657,0.965850732
9/9/2004,2.32173913,312.3913043,136.0869565,28.75108706,0.966684105
9/10/2004,2.046153846,244.1956522,120.5,27.04903847,1.113330191
9/11/2004,1.6,176,101,24.2750001,1.152509309
9/12/2004,2.492307692,313.4615385,140,29.82307684,1.548629463
9/13/2004,0.75,127,59.5,24.75000024,1.510420892
9/14/2004,1.842857143,372.5714286,118,24.25714275,1.762183007
9/15/2004,2.257894737,256.6315789,88.42105263,21.35394731,1.552427571
9/16/2004,1.554545455,224,85.86363636,21.85833342,1.240328973
9/17/2004,1.373913043,180.4347826,86.2173913,24.1760869,1.119069072
9/18/2004,1.990909091,189.9545455,101.5909091,25.02727281,1.282027119
9/19/2004,1.977272727,242.8636364,123.1363636,26.07537866,1.310381815
9/20/2004,2.286956522,234.6086957,131.7826087,24.84456512,1.427224316
9/21/2004,2.37826087,257.2608696,125.5652174,24.82065211,1.494993217
9/22/2004,2.5,232.0869565,113.5217391,25.63188396,1.595678944
9/23/2004,1.991304348,218.3913043,100.0434783,21.06521747,1.438365517
9/24/2004,1.282608696,109.0869565,37.39130435,17.96304351,0.805940264
9/25/2004,1.543478261,196.7391304,78.52173913,18.64021745,0.851962864
9/26/2004,1.97826087,249.9565217,108.2173913,19.22826086,0.87799374
9/27/2004,2.32173913,283.0434783,133.4782609,20.13079704,0.918026855
9/28/2004,2.260869565,291.9130435,131.2608696,21.23260867,1.033962667
9/29/2004,1.725,302.75,125,23.58333333,1.484287304
9/30/2004,2.4375,333.5625,103.8125,21.97812507,1.556675929
10/1/2004,2.08125,318.15625,114.40625,22.7807292,1.520481617
10/2/2004,2.259375,325.859375,109.109375,22.37942714,1.538578773
10/3/2004,2.1703125,322.0078125,111.7578125,22.58007817,1.529530195
10/4/2004,2.21484375,323.9335938,110.4335938,22.47975265,1.534054484
10/5/2004,2.192578125,322.9707031,111.0957031,22.52991541,1.531792339
10/6/2004,2.475,256.125,98.375,24.25312495,1.483369656
10/7/2004,2.430434783,258.0869565,80.95652174,23.48695649,1.517873251
10/8/2004,2.595652174,266.6521739,80.7826087,25.05326086,1.679827794
10/9/2004,1.645454545,165.7727273,66.63636364,22.11590906,1.744831968
10/10/2004,2.604761905,313.6190476,72.47619048,19.91865086,1.539777912
10/11/2004,1.35,169,63,17.93437475,1.283676995
10/12/2004,1.35,283.5,75,15.95000017,0.926751188
10/13/2004,1.71875,349.5,107.375,19.50156257,1.363370834
10/14/2004,2.336647728,357.4090909,101.7556818,21.65191767,1.554738947
10/15/2004,2.241051136,325.4090909,97.19602273,22.17823154,1.601970027
10/16/2004,2.411829916,323.0958498,92.90235919,21.97987664,1.591531682
10/17/2004,2.194551322,259.6161067,82.86027051,21.70508984,1.569174962
10/18/2004,2.264666965,287.242836,89.12578743,20.25417535,1.526609942
10/19/2004,2.0875,415.5,139.75,23.05312496,1.79999048
10/20/2004,2.954545455,365.3181818,96.13636364,23.80227277,1.746107059
10/21/2004,2.145454545,293.4090909,92.63636364,22.70454542,1.649201107
10/22/2004,2.582608696,320.7826087,88.60869565,21.78152173,1.581093338
10/23/2004,1.977272727,196.1363636,72.81818182,21.43030304,1.546818242
10/24/2004,2.334782609,314.8695652,95.39130435,18.80326086,1.484044922
10/25/2004,2.373913043,284.1304348,109.6521739,19.71739136,1.471982185
10/26/2004,2.395652174,319.5652174,94.30434783,18.48695645,1.509325584
10/27/2004,2.143478261,230.7391304,91.86956522,18.53369565,1.411457966
10/28/2004,2.313043478,290.0869565,104.2173913,19.48152173,1.653919932
10/29/2004,2.886956522,383.6521739,109.8695652,19.68369553,1.592028525
10/30/2004,1.927272727,250.6363636,69.36363636,20.97159091,1.679905541
10/31/2004,2.709090909,307.5909091,73.90909091,21.31136368,1.746889127
11/1/2004,1.617391304,210,102.2173913,20.80760871,1.537118319
11/2/2004,2.572727273,278.3636364,81.04545455,21.5011363,1.443021293
11/3/2004,2.469565217,320.9565217,101.6956522,20.7485507,1.467849548
11/4/2004,2.268181818,255.2727273,98.36363636,19.47840921,1.369647744
11/5/2004,2.365217391,285.7826087,88.65217391,18.40869568,1.315358535
11/6/2004,1.343478261,140.1304348,67.65217391,15.82499999,0.805217129
11/7/2004,1.131578947,159.9473684,98.52631579,11.61973685,0.659193598
11/8/2004,4.1,0,183,8.5625,0.855188367
11/9/2004,2.015,350.7,128,9.068750024,0.809558235
11/10/2004,2.695652174,266.4347826,155.6521739,10.83695646,0.982202606
11/11/2004,1.986956522,258.826087,114.2173913,15.37463767,1.067479403
11/12/2004,1.995652174,283.8695652,117.3478261,17.40217393,1.048288579
11/13/2004,0.62173913,94.56521739,54.95652174,10.37282609,0.546721848
11/14/2004,1.695652174,230.7826087,110.6086957,12.00471022,0.488716362
11/15/2004,2.4,272.3913043,144.4347826,13.39782612,0.53151922
11/16/2004,2.372727273,138.1363636,124.7727273,10.93371205,0.668228719
11/17/2004,2.97826087,323.9565217,138.4782609,12.98152174,0.900296131
11/18/2004,1.92173913,284.6521739,151.4347826,15.89891303,0.969192562
11/19/2004,1.952173913,287.3043478,130.7391304,10.39456522,0.326998476
11/20/2004,1.017391304,298.173913,144.0869565,7.790217433,0.42607649
11/21/2004,1.791304348,108.5652174,123.0869565,5.460869574,0.533340456
11/22/2004,2.091304348,89.39130435,163,10.35869571,0.976376985
11/23/2004,2.630434783,211.6956522,126.4347826,11.26956526,0.995189964
11/24/2004,2.969565217,292.4347826,127.9565217,10.23297103,0.74536017
11/25/2004,1.92173913,91.26086957,148.6521739,12.64347829,0.969285035
11/26/2004,3.547826087,215.2173913,130.7826087,13.85000009,1.183171585
11/27/2004,2.195652174,289.2608696,94.26086957,10.64637683,0.925705452
11/28/2004,1.904347826,170.4782609,111.173913,13.95760871,1.036153682
11/29/2004,2.126086957,235,112.7826087,11.96775365,1.056344612
11/30/2004,2.134782609,175.7826087,127.3913043,10.99130427,1.005994065
12/1/2004,2.52173913,166.5217391,123.0434783,14.58478256,1.166811423
12/2/2004,2.539130435,318.5652174,121.6521739,15.29927528,1.317115713
12/3/2004,2.469565217,410.0869565,100.3913043,12.52934781,1.174479878
12/4/2004,1.413043478,186.3913043,81.65217391,12.42173913,1.032723824
12/5/2004,2.443478261,283.6521739,104.6086957,15.48079717,1.091786789
12/6/2004,2.382608696,310.0869565,102.826087,15.00326093,1.007851711
12/7/2004,1.904347826,275.3913043,92.13043478,14.43659419,1.045578813
12/8/2004,1.486363636,181,91.72727273,14.51136369,0.895684148
12/9/2004,1.734782609,268.9130435,103.173913,14.30652177,0.466837859
12/10/2004,1.965217391,293.0434783,120.6086957,13.50724636,0.458701013
12/11/2004,2.604347826,343.5217391,131.826087,10.12173915,0.619163302
12/12/2004,2.530434783,186.5217391,141.0869565,9.743478298,0.695793974
12/13/2004,2.786666667,257.4666667,143.6666667,9.641666651,0.784434746
12/14/2004,2.668333334,301.3612319,134.0833334,9.692572475,0.74011436
12/15/2004,2.609166667,268.4724638,138.8750001,11.31503618,0.911416337
12/16/2004,2.55,334.25,124.5,12.93749988,1.082718314
12/17/2004,1.782608696,279.4782609,112,12.31956523,0.601923825
12/18/2004,2.517391304,364.3913043,129,5.000724626,0.567515139
12/19/2004,2.42173913,202.6086957,105.5652174,8.670652193,0.59840896
12/20/2004,1.85,306.4090909,132.5909091,6.620833391,0.380746036
12/21/2004,2.239130435,333.0869565,134.6956522,6.671739148,0.395766874
12/22/2004,2.42173913,162.2608696,139.8695652,5.879347812,0.448877292
12/23/2004,1.705882353,174.7058824,167.4705882,7.069117651,0.591010754
12/24/2004,2.779166667,413.25,147.875,10.26458336,0.874754139
12/25/2004,1.465217391,213.9130435,104.3913043,12.06086956,1.045742213
12/26/2004,1.577272727,187.2727273,107.0909091,12.66060602,0.943913139
12/27/2004,1.2,165,101,10.99999976,0.900130263
12/28/2004,1.92,176.1363637,104.0454546,11.83030289,0.712570184
12/29/2004,1.56,221.9181819,102.5227273,11.41515133,0.806350224
12/30/2004,1.834545455,170.5681819,103.284091,11.62272711,0.922021701
12/31/2004,2.109090909,273.2681818,128.4772727,6.904166678,0.503118666
1/1/2005,1.93,301.955,126.935,6.750000006,0.572561974
1/2/2005,2.38,301.955,126.935,6.750000006,0.572561974
1/3/2005,1.43,301.955,126.935,6.750000006,0.572561974
1/4/2005,2.586363636,231.3772727,148.6772727,10.9886364,0.886067206
1/5/2005,1.67826087,225.4347826,117.9478261,13.48586963,0.933010692
1/6/2005,2.491304348,291.1086957,126.3521739,8.173913064,0.793421891
1/7/2005,2.626086957,318.8391304,141.9782609,10.21847823,0.827772148
1/8/2005,1.730434783,220.9565217,112.626087,14.4644927,0.961325141
1/9/2005,2.047826087,344.2391304,123.7652174,13.34565217,1.044546408
1/10/2005,2.895652174,404.0826087,131.2565217,12.7760869,0.939487261
1/11/2005,2.569565217,282.1434783,148.9652174,11.98007241,0.90438707
1/12/2005,2.726086957,285.7565217,127.8347826,9.756521748,0.84904597
1/13/2005,2.491304348,202.0956522,141.3565217,8.150000002,0.774376801
1/14/2005,2.622727273,378.75,145.8863636,6.386363642,0.670641449
1/15/2005,1.52173913,217.1652174,125.573913,7.679347823,0.476496037
1/16/2005,2.186956522,296.7217391,148.1782609,6.776811621,0.446975517
1/17/2005,2.604347826,114.0304348,139.6521739,5.369565207,0.614763748
1/18/2005,0.839130435,194,112.5826087,7.863043419,0.686160984
1/19/2005,2.352173913,275.9782609,136.6521739,10.15543481,0.524252465
1/20/2005,2.547826087,209.7391304,142.026087,8.990217411,0.687504512
1/21/2005,1.052173913,366.0217391,174.3,10.07681165,0.646902077
1/22/2005,0.8,236.2043478,142.6478261,5.867391312,0.505696847
1/23/2005,0.85,193.0909091,127.9318182,7.604545463,0.493002342
1/24/2005,0.4,147.4391304,97.75652174,4.507246377,0.431810288
1/25/2005,0.4,162.7,109.1086957,4.267391283,0.410612084
1/26/2005,1.32173913,195.1130435,125,5.017391298,0.355043085
1/27/2005,1.30625,197.48125,131.6125,4.005729164,0.398943499
1/28/2005,1.00952381,122.8761905,89.50952381,2.658333335,0.367920585
1/29/2005,0.973913043,131.8521739,96.7,4.922463788,0.323903157
1/30/2005,1.804545455,287.3090909,108.5136364,7.554545443,0.311826776
1/31/2005,2.952173913,255.6217391,162.8695652,6.744565237,0.506020071
2/1/2005,2.326086957,254.9,162.0913043,7.794202946,0.421908267
2/2/2005,1.908695652,275.2521739,127.2782609,7.426086945,0.516521194
2/3/2005,1.891304348,306.7434783,131.6608696,7.670289814,0.493574222
2/4/2005,1.426086957,210.0652174,139.9608696,5.722826068,0.408666753
2/5/2005,1.217391304,169.5565217,133.2434783,5.42608695,0.342782536
2/6/2005,1.430434783,194.5043478,128.2478261,7.131159404,0.354205644
2/7/2005,1.4,237.71875,128.6375,7.676562563,0.394941132
2/8/2005,2.065217391,283.4434783,124.39,7.32,0.5427
2/9/2005,2.276190476,154.456,133.5,6.975,0.854185989
2/10/2005,3.866666667,487.2666667,203.8333333,5.12500004,0.579766099
2/11/2005,3.229166667,363.4791667,162.7083333,8.306944463,0.648252713
2/12/2005,2.317391304,266.3130435,149.5130435,12.99456521,0.854185989
2/13/2005,1.730434783,225.5913043,137.3608696,10.5652174,0.493435951
2/14/2005,1.465217391,228.9608696,133.2782609,8.12028987,0.334964434
2/15/2005,1.995652174,303.026087,143.8695652,6.580434799,0.409657477
2/16/2005,1.8,260.5130435,139.9347826,7.561231909,0.465860045
2/17/2005,1.882608696,283.4434783,128.5130435,8.630434757,0.461387154
2/18/2005,1.808695652,288.9913043,160.2956522,6.938043469,0.455704383
2/19/2005,1.169565217,151.2565217,111.3608696,8.32427539,0.596632103
2/20/2005,1.747826087,265.7956522,126.0086957,5.806521716,0.686284826
2/21/2005,2.065217391,233.9173913,120.673913,5.538043468,0.67574771
2/22/2005,1.760869565,278.2086957,134.1,4.348550715,0.658843556
2/23/2005,2.252173913,370.226087,100.1173913,5.066304344,0.70507512
2/24/2005,2.276190476,338.352381,162.8142857,8.244841267,0.634542162
2/25/2005,2.352173913,226.6043478,129.5913043,6.761956531,0.547570621
2/26/2005,1.773913043,209.6652174,127.4347826,5.879347866,0.472704792
2/27/2005,1.052173913,160.2217391,101.1869565,2.843840585,0.324373458
2/28/2005,1.056521739,182.7304348,99.45652174,1.490217384,0.239578211
3/1/2005,1.882608696,235.5217391,128.8869565,4.198913028,0.252426652
3/2/2005,2.22173913,310.3478261,159.3826087,4.632971002,0.585429284
3/3/2005,2.730434783,318.3,170.373913,7.306521742,0.621146217
3/4/2005,1.8,236.8913043,151.9,8.373913031,0.543442358
3/5/2005,1.356521739,170.5913043,120.4347826,8.804347821,0.477987457
3/6/2005,1.595652174,252.1608696,146.0608696,7.000000003,0.378992031
3/7/2005,2.008695652,254.8695652,156.5565217,7.805072468,0.368314887
3/8/2005,1.943478261,186.9956522,155.4304348,9.556521756,0.57774679
3/9/2005,2.409090909,231.0590909,139.6909091,10.2818182,0.537283773
3/10/2005,1.586956522,266.2869565,156.1173913,11.05398547,0.578504095
3/11/2005,0.666666667,198.9166667,130.0208333,13.07291667,0.764597034
3/12/2005,0.7,229.5708333,124.25,14.36944454,0.807116338
3/13/2005,1.770833333,231.175,147.275,14.246875,0.822044466
3/14/2005,1.683333333,227.6583333,126.6416667,15.74895828,0.779917276
3/15/2005,2.529166667,356.7333333,163.0375,16.84652767,0.726761785
3/16/2005,1.954166667,270.9291667,147.2833333,16.86562506,0.739512134
3/17/2005,2.441666667,317.3583333,146.15,15.67326394,0.745766313
3/18/2005,1.9125,265.5541667,141.5333333,14.77395826,0.938238367
3/19/2005,1.595833333,219.1041667,113.5125,16.22395832,0.949962113
3/20/2005,1.775,250.4041667,136.4166667,16.61736106,1.005645545
3/21/2005,2.191666667,280.2083333,123.6916667,17.10208341,0.946089356
3/22/2005,2.35,310.0125,140.8083333,18.81250003,0.910523502
3/23/2005,2.116666667,324.9333333,135.7583333,17.16562504,0.951560142
3/24/2005,2.0375,369.7125,137.2791667,17.67083339,1.232364348
3/25/2005,1.725,241.8291667,106.5333333,18.95104163,1.226215311
3/26/2005,1.3375,184.8,92.5,15.60937494,1.270145849
3/27/2005,1.5,202.6583333,102.9583333,17.93333336,1.186074757
3/28/2005,2.2625,302.6458333,122.9541667,15.91180551,1.116464275
3/29/2005,1.916666667,250.5625,122.0666667,16.94166665,0.996758954
3/30/2005,1.3875,156.9666667,100.6375,17.5541666,0.95192241
3/31/2005,1.083333333,161.7666667,107.2083333,15.91979171,0.636536185
4/1/2005,0.854166667,142.3708333,100.0791667,15.48958331,0.546161002
4/2/2005,1.141666667,167.6625,111.1375,18.38125005,0.617579361
4/3/2005,1.966666667,263.2533333,121.84,16.96666671,0.724780199
